row;miasto_excel;miasto_osm;ulica;konstrukcja;strona;lat;lng;typ_excel;typ_reklamap;wymiar;szer_m;wys_m;cena_mc;oswietlenie;link;maps;osm_display
55;Głębowice;Głębowice;Wadowicka;;;49.930494;19.331959;billboard;billboard;504 x 238 cm;5.04;2.38;950;nie;https://brokersmedia.pl/billboard/wadowicka-oswiecimska/;https://maps.app.goo.gl/VfbEfiNQ7H1ff9at7;Wadowicka, Sporowice, Głębowice, gmina Osiek, powiat oświęcimski, województwo małopolskie, 34-122, Polska
56;Głębowice;Głębowice;Wadowicka;I;2;49.930494;19.331959;billboard;billboard;504 x 238 cm;5.04;2.38;850;nie;https://brokersmedia.pl/billboard/wadowicka-i-2/;https://maps.app.goo.gl/VfbEfiNQ7H1ff9at7;Wadowicka, Sporowice, Głębowice, gmina Osiek, powiat oświęcimski, województwo małopolskie, 34-122, Polska
57;Głębowice;Głębowice;Wadowicka;;;49.930494;19.331959;billboard;billboard;600 x 300 cm;6.0;3.0;1350;tak;https://maps.app.goo.gl/VfbEfiNQ7H1ff9at7;https://maps.app.goo.gl/VfbEfiNQ7H1ff9at7;Wadowicka, Sporowice, Głębowice, gmina Osiek, powiat oświęcimski, województwo małopolskie, 34-122, Polska
58;Kęty;Kęty;Adama Mickiewicza;I;1;49.891;19.2194167;reklama mobilna;mobile;490 x 230 cm;4.9;2.3;700;nie;https://brokersmedia.pl/billboard/adama-mickiewicza-i-1/;https://maps.app.goo.gl/cVUaiXi3gbKyBLsHA;Adama Mickiewicza, Kęty, gmina Kęty, powiat oświęcimski, województwo małopolskie, 32-650, Polska
59;Kęty;Kęty;Adama Mickiewicza;I;2;49.891;19.2194167;reklama mobilna;mobile;490 x 230 cm;4.9;2.3;700;nie;https://brokersmedia.pl/billboard/adama-mickiewicza-i-2/;https://maps.app.goo.gl/cVUaiXi3gbKyBLsHA;Adama Mickiewicza, Kęty, gmina Kęty, powiat oświęcimski, województwo małopolskie, 32-650, Polska
60;Kęty;Kęty;Fabryczna;I;1;49.8900833;19.2300556;reklama mobilna;mobile;490 x 230 cm;4.9;2.3;800;nie;https://brokersmedia.pl/billboard/fabryczna-i-1/;https://maps.app.goo.gl/9vsL2mysWQVVGYXo6;Fabryczna, Kęty, gmina Kęty, powiat oświęcimski, województwo małopolskie, 32-650, Polska
61;Kęty;Kęty;Fabryczna;;3;49.8900833;19.2300556;reklama mobilna;mobile;490 x 230 cm;4.9;2.3;800;nie;https://brokersmedia.pl/billboard/fabryczna-i-2-3/;https://maps.app.goo.gl/9vsL2mysWQVVGYXo6;Fabryczna, Kęty, gmina Kęty, powiat oświęcimski, województwo małopolskie, 32-650, Polska
62;Kęty;Kęty;Jana Pawła II;I;1;49.8910556;19.2273611;reklama mobilna;mobile;400 x 200 cm;4.0;2.0;600;nie;https://brokersmedia.pl/billboard/jana-pawla-i-1/;https://maps.app.goo.gl/Tsw3mQ8Jmu7bfuGv9;Jana Pawła II, Kęty, gmina Kęty, powiat oświęcimski, województwo małopolskie, 32-650, Polska
63;Kęty;Kęty;Jana Pawła II;I;2;49.8910556;19.2273611;reklama mobilna;mobile;400 x 200 cm;4.0;2.0;600;nie;https://brokersmedia.pl/billboard/jana-pawla-i-2/;https://maps.app.goo.gl/Tsw3mQ8Jmu7bfuGv9;Jana Pawła II, Kęty, gmina Kęty, powiat oświęcimski, województwo małopolskie, 32-650, Polska
64;Kęty;Kęty;Tadeusza Kościuszki;I;1;49.8655;19.2272222;reklama mobilna;mobile;400 x 200 cm;4.0;2.0;700;nie;https://brokersmedia.pl/billboard/kosciuszki-i-1/;https://maps.app.goo.gl/EXFUrZkKKLGjNzzb8;Tadeusza Kościuszki, Kęty, gmina Kęty, powiat oświęcimski, województwo małopolskie, 31-650, Polska
65;Kęty;Kęty;Tadeusza Kościuszki;I;2;49.8655;19.2272222;reklama mobilna;mobile;400 x 200 cm;4.0;2.0;700;nie;https://brokersmedia.pl/billboard/kosciuszki-i-2/;https://maps.app.goo.gl/EXFUrZkKKLGjNzzb8;Tadeusza Kościuszki, Kęty, gmina Kęty, powiat oświęcimski, województwo małopolskie, 31-650, Polska
66;Kęty;Łęki;949;I;1;49.964;19.2168333;reklama mobilna;mobile;490 x 230 cm;4.9;2.3;700;nie;https://brokersmedia.pl/billboard/lecka-i-1/;https://maps.app.goo.gl/yKWKCHhCn5La524m7;949, Łęki, gmina Kęty, powiat oświęcimski, województwo małopolskie, 32-615, Polska
67;Kęty;Łęki;949;I;2;49.964;19.2168333;reklama mobilna;mobile;490 x 230 cm;4.9;2.3;700;nie;https://brokersmedia.pl/billboard/lecka-i-2/;https://maps.app.goo.gl/yKWKCHhCn5La524m7;949, Łęki, gmina Kęty, powiat oświęcimski, województwo małopolskie, 32-615, Polska
68;Kęty;Nowa Wieś;Oświęcimska;;;49.914371;19.215453;billboard;billboard;504 x 238 cm;5.04;2.38;1000;nie;https://brokersmedia.pl/billboard/oswiecimska/;https://maps.app.goo.gl/UpZisMjb2HSmYN9YA;Oświęcimska, Nowa Wieś, gmina Kęty, powiat oświęcimski, województwo małopolskie, 32-651, Polska
69;Kęty;Nowa Wieś;Oświęcimska;;2;49.914371;19.215453;billboard;billboard;504 x 238 cm;5.04;2.38;1000;nie;https://brokersmedia.pl/billboard/oswiecimska-i-2-2/;https://maps.app.goo.gl/UpZisMjb2HSmYN9YA;Oświęcimska, Nowa Wieś, gmina Kęty, powiat oświęcimski, województwo małopolskie, 32-651, Polska
70;Kęty;Łęki;948;I;;49.963837;19.217029;billboard;billboard;504 x 238 cm;5.04;2.38;1000;nie;https://brokersmedia.pl/billboard/piastowska-i/;https://maps.app.goo.gl/W95cSjf5aXbma4JLA;948, Łęki, gmina Kęty, powiat oświęcimski, województwo małopolskie, 32-615, Polska
71;Kęty;Łęki;948;I;2;49.963837;19.217029;billboard;billboard;504 x 238 cm;5.04;2.38;800;nie;https://brokersmedia.pl/billboard/piastowska-i-2/;https://maps.app.goo.gl/W95cSjf5aXbma4JLA;948, Łęki, gmina Kęty, powiat oświęcimski, województwo małopolskie, 32-615, Polska
72;Kęty;Łęki;Piastowska;III;2;49.9468333;19.2098889;billboard;billboard;504 x 238 cm;5.04;2.38;600;nie;https://brokersmedia.pl/billboard/piastowska-iii-2/;https://maps.app.goo.gl/hJFcbZfcZnbRrV3z6;Piastowska, Łęki, gmina Kęty, powiat oświęcimski, województwo małopolskie, 32-651, Polska
73;Libiąż;Libiąż;Krakowska;I;1;50.0926944;19.29775;reklama mobilna;mobile;504 x 238 cm;5.04;2.38;700;nie;https://brokersmedia.pl/billboard/biala-i-1/;https://maps.app.goo.gl/UjKzBUjZAH83FBMQA;Krakowska, Wałgasz, Libiąż, gmina Libiąż, powiat chrzanowski, województwo małopolskie, 35-590, Polska
74;Libiąż;Libiąż;Krakowska;I;2;50.0926944;19.29775;reklama mobilna;mobile;504 x 238 cm;5.04;2.38;700;nie;https://brokersmedia.pl/billboard/biala-i-2/;https://maps.app.goo.gl/UjKzBUjZAH83FBMQA;Krakowska, Wałgasz, Libiąż, gmina Libiąż, powiat chrzanowski, województwo małopolskie, 35-590, Polska
75;Libiąż;Libiąż;"780;933";II;;50.093148;19.29729;reklama mobilna;mobile;504 x 238 cm;5.04;2.38;700;nie;https://brokersmedia.pl/billboard/biala-ii/;https://maps.app.goo.gl/nUfKvqeqQ3tBiPGP8;"780;933, Smolarnia, Libiąż, gmina Libiąż, powiat chrzanowski, województwo małopolskie, 35-590, Polska"
76;Libiąż;Libiąż;Chrzanowska;I;;50.108538;19.33509;reklama mobilna;mobile;504 x 238 cm;5.04;2.38;700;nie;https://brokersmedia.pl/billboard/chrzanowska-i/;https://maps.app.goo.gl/ScYUSeXwBmju4dum8;Chrzanowska, Zapaści, Libiąż Mały, Libiąż, gmina Libiąż, powiat chrzanowski, województwo małopolskie, 32-590, Polska
77;Libiąż;Libiąż;Chrzanowska;I;2;50.108538;19.33509;reklama mobilna;mobile;504 x 238 cm;5.04;2.38;700;nie;https://brokersmedia.pl/billboard/chrzanowska-i-2/;https://maps.app.goo.gl/ScYUSeXwBmju4dum8;Chrzanowska, Zapaści, Libiąż Mały, Libiąż, gmina Libiąż, powiat chrzanowski, województwo małopolskie, 32-590, Polska
78;Libiąż;Libiąż;Chrzanowska;II;1;50.1106944;19.3416667;reklama mobilna;mobile;504 x 238 cm;5.04;2.38;700;nie;https://brokersmedia.pl/billboard/chrzanowska-ii-1/;https://maps.app.goo.gl/bNFsauTK9dDC6c3FA;Chrzanowska, Kamieniec, Libiąż Mały, Libiąż, gmina Libiąż, powiat chrzanowski, województwo małopolskie, 32-593, Polska
79;Libiąż;Libiąż;Chrzanowska;;3;50.1106944;19.3416667;reklama mobilna;mobile;504 x 238 cm;5.04;2.38;700;nie;https://brokersmedia.pl/billboard/chrzanowska-ii-2-3/;https://maps.app.goo.gl/bNFsauTK9dDC6c3FA;Chrzanowska, Kamieniec, Libiąż Mały, Libiąż, gmina Libiąż, powiat chrzanowski, województwo małopolskie, 32-593, Polska
80;Libiąż;Libiąż;Oświęcimska;I;;50.093208;19.297723;reklama mobilna;mobile;504 x 238 cm;5.04;2.38;700;nie;https://brokersmedia.pl/billboard/oswiecimska-i/;https://maps.app.goo.gl/VMQTTQyqareHYnSx5;Oświęcimska, Smolarnia, Libiąż, gmina Libiąż, powiat chrzanowski, województwo małopolskie, 35-590, Polska
81;Libiąż;Libiąż;Oświęcimska;I;2;50.093208;19.297723;reklama mobilna;mobile;504 x 238 cm;5.04;2.38;700;nie;https://brokersmedia.pl/billboard/oswiecimska-i-2/;https://maps.app.goo.gl/VMQTTQyqareHYnSx5;Oświęcimska, Smolarnia, Libiąż, gmina Libiąż, powiat chrzanowski, województwo małopolskie, 35-590, Polska
82;Libiąż;Libiąż;Oświęcimska;II;;50.094491;19.299771;reklama mobilna;mobile;504 x 238 cm;5.04;2.38;700;nie;https://brokersmedia.pl/billboard/oswiecimska-ii/;https://maps.app.goo.gl/vQbCEnfZtjYqJSYq9;Oświęcimska, Górka, Libiąż Duży, Libiąż, gmina Libiąż, powiat chrzanowski, województwo małopolskie, 35-590, Polska
83;Libiąż;Libiąż;Oświęcimska;II;2;50.094491;19.299771;reklama mobilna;mobile;504 x 238 cm;5.04;2.38;700;nie;https://brokersmedia.pl/billboard/oswiecimska-ii-2/;https://maps.app.goo.gl/vQbCEnfZtjYqJSYq9;Oświęcimska, Górka, Libiąż Duży, Libiąż, gmina Libiąż, powiat chrzanowski, województwo małopolskie, 35-590, Polska
84;Libiąż;Libiąż;Oświęcimska;III;1;50.0974444;19.3041944;reklama mobilna;mobile;504 x 238 cm;5.04;2.38;700;nie;https://brokersmedia.pl/billboard/oswiecimska-iii-1/;https://maps.app.goo.gl/QsA5eszsvzATnvpp6;Oświęcimska, Górki, Libiąż Duży, Libiąż, gmina Libiąż, powiat chrzanowski, województwo małopolskie, 35-590, Polska
85;Libiąż;Libiąż;Oświęcimska;III;2;50.0974444;19.3041944;reklama mobilna;mobile;504 x 238 cm;5.04;2.38;700;nie;https://brokersmedia.pl/billboard/oswiecimska-iii-2/;https://maps.app.goo.gl/QsA5eszsvzATnvpp6;Oświęcimska, Górki, Libiąż Duży, Libiąż, gmina Libiąż, powiat chrzanowski, województwo małopolskie, 35-590, Polska
86;Osiek;Rzepowskie;Główna;;;49.944572;19.276861;billboard;billboard;504 x 238 cm;5.04;2.38;1000;nie;https://brokersmedia.pl/billboard/glowna-molo-osiek/;https://maps.app.goo.gl/ujYu7Rn77ZQbMA167;Główna, Stara Droga, Rzepowskie, Osiek, gmina Osiek, powiat oświęcimski, województwo małopolskie, 32-608, Polska
87;Osiek;Rzepowskie;Główna;I;2;49.944572;19.276861;billboard;billboard;504 x 238 cm;5.04;2.38;1000;nie;https://brokersmedia.pl/billboard/glowna-molo-osiek-i-2/;https://maps.app.goo.gl/ujYu7Rn77ZQbMA167;Główna, Stara Droga, Rzepowskie, Osiek, gmina Osiek, powiat oświęcimski, województwo małopolskie, 32-608, Polska
88;Osiek;Osiek;Główna;;;49.966746;19.219583;billboard;billboard;504 x 238 cm;5.04;2.38;1000;nie;https://brokersmedia.pl/billboard/glowna-tarniowka/;https://maps.app.goo.gl/noofSZ9bLM28YgzE9;Główna, Osiek, gmina Osiek, powiat oświęcimski, województwo małopolskie, 32-615, Polska
89;Osiek;Osiek;Główna;II;1;49.966746;19.219583;billboard;billboard;504 x 238 cm;5.04;2.38;1000;nie;https://brokersmedia.pl/billboard/glowna-ii-1/;https://maps.app.goo.gl/noofSZ9bLM28YgzE9;Główna, Osiek, gmina Osiek, powiat oświęcimski, województwo małopolskie, 32-615, Polska
90;Oświęcim;Oświęcim;Ceglana;I;1;50.02466;19.230387;reklama mobilna;mobile;504 x 238 cm;5.04;2.38;700;nie;https://brokersmedia.pl/billboard/ceglana-i-1/;https://maps.app.goo.gl/MorNVNgVz6vobpnM7;Ceglana, Paździory, Stare Stawy, Oświęcim, powiat oświęcimski, województwo małopolskie, 32-602, Polska
91;Oświęcim;Oświęcim;Ceglana;I;2;50.02466;19.230387;reklama mobilna;mobile;504 x 238 cm;5.04;2.38;700;nie;https://brokersmedia.pl/billboard/ceglana-i-2/;https://maps.app.goo.gl/MorNVNgVz6vobpnM7;Ceglana, Paździory, Stare Stawy, Oświęcim, powiat oświęcimski, województwo małopolskie, 32-602, Polska
92;Oświęcim;Oświęcim;Zatorska;;;50.02486;19.23044;billboard;billboard;490 x 230 cm;4.9;2.3;900;nie;https://maps.app.goo.gl/F7taAwJvdPzu4JfR6;https://maps.app.goo.gl/F7taAwJvdPzu4JfR6;Zatorska, Paździory, Stare Stawy, Oświęcim, powiat oświęcimski, województwo małopolskie, 32-602, Polska
93;Oświęcim;Oświęcim;Zatorska;;;50.02486;19.23044;billboard;billboard;490 x 230 cm;4.9;2.3;900;nie;https://maps.app.goo.gl/F7taAwJvdPzu4JfR6;https://maps.app.goo.gl/F7taAwJvdPzu4JfR6;Zatorska, Paździory, Stare Stawy, Oświęcim, powiat oświęcimski, województwo małopolskie, 32-602, Polska
94;Oświęcim;Oświęcim;Chemików;I;;50.034721;19.253068;billboard;billboard;504 x 238 cm;5.04;2.38;800;tak;https://brokersmedia.pl/billboard/chemikow-i/;https://maps.app.goo.gl/MTJLb65uYh2d6LJGA;Chemików, Oświęcim, powiat oświęcimski, województwo małopolskie, 32-602, Polska
95;Oświęcim;Oświęcim;Chemików;I;2;50.034721;19.253068;billboard;billboard;504 x 238 cm;5.04;2.38;1000;nie;https://brokersmedia.pl/billboard/chemikow-i-2/;https://maps.app.goo.gl/MTJLb65uYh2d6LJGA;Chemików, Oświęcim, powiat oświęcimski, województwo małopolskie, 32-602, Polska
96;Oświęcim;Oświęcim;Zygmunta Krasińskiego;;2;50.037939;19.24356;billboard;billboard;490 x 230 cm;4.9;2.3;800;nie;https://brokersmedia.pl/billboard/dabrowskiego-2/;https://maps.app.goo.gl/QEasDLbQouopHfUP8;Zygmunta Krasińskiego, Osiedle Chemików, Stare Stawy, Oświęcim, powiat oświęcimski, województwo małopolskie, 32-602, Polska
97;Oświęcim;Oświęcim;Zygmunta Krasińskiego;II;;50.037939;19.24356;billboard;billboard;504 x 238 cm;5.04;2.38;1000;nie;https://brokersmedia.pl/billboard/dabrowskiego-ii/;https://maps.app.goo.gl/QEasDLbQouopHfUP8;Zygmunta Krasińskiego, Osiedle Chemików, Stare Stawy, Oświęcim, powiat oświęcimski, województwo małopolskie, 32-602, Polska
98;Oświęcim;Oświęcim;Fabryczna;I;;50.0307928;19.254184;billboard;billboard;504 x 238 cm;5.04;2.38;950;nie;https://brokersmedia.pl/billboard/fabryczna-i/;https://maps.app.goo.gl/5YUtxyNULUgsTkHG9;Fabryczna, Oświęcim, powiat oświęcimski, województwo małopolskie, 32-602, Polska
99;Oświęcim;Oświęcim;Fabryczna;II;;50.030404;19.290971;billboard;billboard;504 x 238 cm;5.04;2.38;800;nie;https://brokersmedia.pl/billboard/fabryczna-ii/;https://maps.app.goo.gl/Tkp47hKdqXV3Lq4HA;Fabryczna, Monowice, Oświęcim, powiat oświęcimski, województwo małopolskie, 32-642, Polska
100;Oświęcim;Oświęcim;Fabryczna;I;2;50.030404;19.290971;billboard;billboard;504 x 238 cm;5.04;2.38;800;nie;https://brokersmedia.pl/billboard/fabryczna-i-2/;https://maps.app.goo.gl/Tkp47hKdqXV3Lq4HA;Fabryczna, Monowice, Oświęcim, powiat oświęcimski, województwo małopolskie, 32-642, Polska
101;Oświęcim;Oświęcim;Fabryczna;II;2;50.0307928;19.254184;billboard;billboard;;;;400;nie;https://brokersmedia.pl/billboard/fabryczna-ii-2/;https://maps.app.goo.gl/5YUtxyNULUgsTkHG9;Fabryczna, Oświęcim, powiat oświęcimski, województwo małopolskie, 32-602, Polska
102;Oświęcim;Oświęcim;Fabryczna;;2;50.0307928;19.254184;billboard;billboard;504 x 238 cm;5.04;2.38;1000;tak;https://brokersmedia.pl/billboard/fabryczna-i-2-2/;https://maps.app.goo.gl/5YUtxyNULUgsTkHG9;Fabryczna, Oświęcim, powiat oświęcimski, województwo małopolskie, 32-602, Polska
103;Oświęcim;Oświęcim;Władysława Jagiełły;;;50.0305561;19.2198369;billboard;billboard;600 x 300 cm;6.0;3.0;1250;nie;https://brokersmedia.pl/billboard/jagielly/;https://maps.app.goo.gl/zLnBQVRHXHYzXc9j8;Władysława Jagiełły, Stare Stawy, Oświęcim, powiat oświęcimski, województwo małopolskie, 32-600, Polska
104;Oświęcim;Oświęcim;Władysława Jagiełły;I;2;50.0305561;19.2198369;billboard;billboard;600 x 300 cm;6.0;3.0;1000;nie;https://brokersmedia.pl/billboard/jagielly-i-2/;https://maps.app.goo.gl/zLnBQVRHXHYzXc9j8;Władysława Jagiełły, Stare Stawy, Oświęcim, powiat oświęcimski, województwo małopolskie, 32-600, Polska
105;Oświęcim;Oświęcim;Garbarska;;;50.038223;19.208879;reklama mobilna;mobile;400 x 200 cm;4.0;2.0;600;nie;https://brokersmedia.pl/billboard/kilinskiego-garbarska/;https://maps.app.goo.gl/cVezyU8zPP3qrUz2A;Garbarska, Zasole, Stare Stawy, Oświęcim, powiat oświęcimski, województwo małopolskie, 32-600, Polska
106;Oświęcim;Oświęcim;Garbarska;I;2;50.038223;19.208879;reklama mobilna;mobile;400 x 200 cm;4.0;2.0;600;nie;https://brokersmedia.pl/billboard/kilinskiego-garbarska-i-2/;https://maps.app.goo.gl/cVezyU8zPP3qrUz2A;Garbarska, Zasole, Stare Stawy, Oświęcim, powiat oświęcimski, województwo małopolskie, 32-600, Polska
107;Oświęcim;Oświęcim;Maksymiliana Marii Kolbego;;;50.02735;19.19682;billboard;billboard;504 x 238 cm;5.04;2.38;1000;nie;https://brokersmedia.pl/billboard/kolbego/;https://maps.app.goo.gl/XEziMenJZnhsLxF86;Maksymiliana Marii Kolbego, Osiedle Witolda Pileckiego, Stare Stawy, Oświęcim, powiat oświęcimski, województwo małopolskie, 32-600, Polska
